Name,Author
This Poison Heart,Kalynn Bayron
The Stars are Legion,Kameron Hurley
The Stars Are Legion,Kameron Hurley
Reanimator's Heart,Kara Jorgensen
The Reanimator's Heart,Kara Jorgensen
Amatka,Karin Tidbeck
Amatka,Karin Tidbeck
Bitterthorn,Kat Dunn
The Sun Chronicles,Kate Elliott
The Sun Chronicles,Kate Elliott
The Sun Chronicles,Kate Elliott
The Psychology of Time Travel,Kate Mascarenhas
The Witness for the Dead,Katherine Addison
The Chronicles of Osreth (Witness for the Dead/Grief of Stones),Katherine Addison
The Cemeteries of Amalo,Katherine Addison
The Doctrine of Labyrinths,Katherine Addison
Tea Dragon Series,Kay O'Neill
The Tarot Sequence,KD Edwards
The Tarot Sequence,KD Edwards
The Tarot Sequence,KD Edwards
The Tarot Sequence,KD Edwards
The Tarot Sequence,KD Edwards
Tarot Sequence,KD Edwards
The Tarot Sequence,KD Edwards
The Tarot Sequence,KD Edwards
The Tarot Sequence,KD Edwards
The Tarot Sequence,KD Edwards
The Tarot Sequence,KD Edwards
The Tarot Sequence,KD Edwards
The Tarot Sequence,KD Edwards
The Last Sun,KDEdwards
Prince of the Sorrows,Kellen Graves
When Women Were Dragons,Kelly Barnhill
The Wall of Storms,Ken Liu
The Dandelion Dynasty,Ken Liu
The Dandelion Dynasty,Ken Liu
A Plague of Giants,Kevin Hearne
And I Darken,Kiersten White
Magpie Lord,KJ Charles
The Magpie Lord,KJ Charles
A Charm of Magpies,KJ Charles
The Magpie Lord,KJ Charles
A Charm of Magpies,KJ Charles
Jackdaw,KJ Charles
Magpie Lord,KJ Charles
A Charm of Magpies,KJ Charles
Legacy of the Brightwash,Krystle Matar
Legacy of the Brightwash,Krystle Matar
The Amberlough Dossier,Lara Elena Donnelly
Elemental Logic,Laurie J Marks
Fire Logic,Laurie J Marks
Fire Logic,Laurie J Marks
Elemental Logic,Laurie J Marks
Summer Sons,Lee Mandelo
Summer Sons,Lee Mandelo
Summer Sons,Lee Mandelo
Summer Sons,Lee Mandelo
Feed Them Silence,Lee Mandelo
Summer Sons,Lee Mandelo
Summer Sons,Lee Mandelo
Summer Sons,Lee Mandelo
Seducing the Sorcerer,Lee Welch
Six of Crows,Leigh Bardugo
Six of Crows,Leigh Bardugo
Six of Crows,Leigh Bardugo
Six of Crows,Leigh Bardugo
Six of Crows,Leigh Bardugo
Six of Crows,Leigh Bardugo
Six of Crows,Leigh Bardugo
Six of Crows,Leigh Bardugo
Six of Crows,Leigh Bardugo
Six of crows,Leigh Bardugo
Six of crows,Leigh Bardugo
Six of Crows Duology,Leigh Bardugo
Six of Crows,Leigh Bardugo
Six of Crows,Leigh Bardugo
Six of Crows,Leigh Bardugo
Six of Crows,Leigh Bardugo
Six of crows,Leigh Bardugo
Six of Crows,Leigh Bardugo
The Bone Spindle,Leslie Vedder
The Magicians,Lev Grossman
The Diviners,Libba Bray
The Diviners,Libba Bray
Wake of Vultures,Lila Bowen
Soul Eater,Lily Mayne
Soul Eater,Lily Mayne
Mortal Skin,Lily Mayne
Mortal Skin (FOLK #1),Lily Mayne
Forgotten Vows,Lily Mayne
Monster Series,Lily Mayne
Our Lady of Endless Worlds,Lina Rather
The First Sister,Linden A Lewis
The First Sister,Linden A Lewis
The First Sister Trilogy,Linden A Lewis
The First Sister,Linden Lewis
The First Sister Trilogy,Linden Lewis
Ethan of Athos,Lois McMaster Bujold
Ethan of Athos,Lois McMaster Bujold
Ethan of Athos,Lois McMaster Bujold
Dragonfall,LR Lam
Dragonfall,LR Lam
Sistersong,Lucy Holland
Turbulence,Lyn Gala
The Tamir Triad,Lynn Flewelling
The Bone Doll's Twin,Lynn Flewelling
